date,ron95,ron97,diesel,ron95_budi95,USD,index,state,division,Rate,fuel_pressure,inflation_pressure,fx_pressure,policy_pressure,raw_cfpi,cfpi,cfpi_trend,risk_flag
2021-11-01,2.05,2.97,2.15,2.05,4.1465,124.6,Negeri Sembilan,overall,1.75,1.8510667198805768,1.2330960498062542,-1.6093294920496282,0,-0.0630357805064206,50.50321411284385,13.906494218532984,Moderate
2021-11-01,2.05,2.97,2.15,2.05,4.1465,122.0,Melaka,overall,1.75,1.8510667198805768,1.3044882728178266,-1.6093294920496282,0,-0.020753528617734607,52.530477605315035,13.639229130081226,Moderate
2021-11-01,2.05,2.97,2.15,2.05,4.1465,123.4,Kelantan,overall,1.75,1.8510667198805768,1.0550378333663764,-1.6093294920496282,0,-0.08689717458266517,47.974737678365166,13.20135921417414,Moderate
2021-11-01,2.05,2.97,2.15,2.05,4.1465,121.2,Kedah,overall,1.75,1.8510667198805768,1.1970353942639043,-1.6093294920496282,0,-0.07662075389471179,38.677712700701704,15.861166600451647,Moderate
2021-11-01,2.05,2.97,2.15,2.05,4.1465,127.3,Johor,overall,1.75,1.8510667198805768,1.1159633105604134,-1.6093294920496282,0,-0.07265789169772434,49.53925668177807,12.703838833372892,Moderate
2021-12-01,2.05,3.05,2.15,2.05,4.205,118.8,W.P. Labuan,overall,1.75,0.06783786573329702,0.6446805369827479,0.46839654508001444,0,0.2931534708064841,62.74906663284304,20.583312538624256,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,125.6,W.P. Kuala Lumpur,overall,1.75,0.06783786573329702,0.9629089128120154,0.46839654508001444,0,0.21592289468252704,60.459878998401486,22.26798379215792,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,121.0,Terengganu,overall,1.75,0.06783786573329702,0.6252666812025924,0.46839654508001444,0,0.2751423247739266,65.91168552003215,16.989605734759046,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,128.7,Selangor,overall,1.75,0.06783786573329702,1.1194424630460638,0.46839654508001444,0,0.3684637050345789,69.99351710261685,21.23190486221187,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,117.9,Sarawak,overall,1.75,0.06783786573329702,0.23362517136727665,0.46839654508001444,0,0.132917442747114,59.12935011094773,14.606149132816682,Moderate
2021-12-01,2.05,3.05,2.15,2.05,4.205,115.4,Sabah,overall,1.75,0.06783786573329702,0.5237777682413443,0.46839654508001444,0,0.24225029295212094,64.14378822500768,17.51706907934036,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,126.4,Pulau Pinang,overall,1.75,0.06783786573329702,1.2070397626094442,0.46839654508001444,0,0.37841714201719134,66.97919223453444,24.00169996347916,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,126.4,W.P. Putrajaya,overall,1.75,0.06783786573329702,0.8584774958617771,0.46839654508001444,0,0.1672032210919193,52.781140172808996,21.759210784130605,Moderate
2021-12-01,2.05,3.05,2.15,2.05,4.205,120.7,Perak,overall,1.75,0.06783786573329702,0.8903728720360687,0.46839654508001444,0,0.37824269018546725,70.34011498331061,19.28156085459952,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,122.5,Pahang,overall,1.75,0.06783786573329702,0.5526376726923148,0.46839654508001444,0,0.31403891794619687,68.38169806593231,17.30723425404539,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,124.9,Negeri Sembilan,overall,1.75,0.06783786573329702,0.7481542748406894,0.46839654508001444,0,0.33344120644253866,68.7764325775518,18.273218464707952,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,122.2,Melaka,overall,1.75,0.06783786573329702,0.697911215635255,0.46839654508001444,0,0.36040222724291393,70.2272165711406,17.696738965825567,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,124.1,Kelantan,overall,1.75,0.06783786573329702,0.8154119541249997,0.46839654508001444,0,0.31124074334707535,66.82001823519997,18.8452805568348,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,121.9,Kedah,overall,1.75,0.06783786573329702,1.0943848740952653,0.46839654508001444,0,0.3663849691280205,63.49902946345157,24.821316762749866,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,127.7,Johor,overall,1.75,0.06783786573329702,0.9915507569839036,0.46839654508001444,0,0.34557620892699115,68.61734467280829,19.078087991030216,High
2021-12-01,2.05,3.05,2.15,2.05,4.205,118.3,Perlis,overall,1.75,0.06783786573329702,0.8303091267027376,0.46839654508001444,0,0.39796372652627426,68.68350805836526,19.129173419476793,High
2022-01-01,2.05,3.0,2.15,2.05,4.176,128.2,W.P. Putrajaya,overall,1.75,-1.1071072330855132,1.0924052314905925,-0.4816786079366051,0,0.23318713294170493,56.36926021863084,3.588120045821846,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,119.1,W.P. Labuan,overall,1.75,-1.1071072330855132,0.002125605594688533,-0.4816786079366051,0,0.16696085023484683,56.32162368200688,-6.427442950836159,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,126.2,W.P. Kuala Lumpur,overall,1.75,-1.1071072330855132,-0.3934214950158929,-0.4816786079366051,0,0.10578804254882394,55.02571804837931,-5.434160950022175,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,121.4,Terengganu,overall,1.75,-1.1071072330855132,-0.9931325411128994,-0.4816786079366051,0,0.04684986690685211,55.49852912764503,-10.413156392387123,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,129.3,Selangor,overall,1.75,-1.1071072330855132,-0.07451578652952412,-0.4816786079366051,0,0.23632474856028995,63.84044741998685,-6.153069682629997,High
2022-01-01,2.05,3.0,2.15,2.05,4.176,118.3,Sarawak,overall,1.75,-1.1071072330855132,-1.817354553361121,-0.4816786079366051,0,-0.12871774980325412,47.286870166228965,-11.842479944718768,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,116.0,Sabah,overall,1.75,-1.1071072330855132,0.10928271256048315,-0.4816786079366051,0,0.1471664867046932,59.793882009847735,-4.3499062151599475,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,126.7,Pulau Pinang,overall,1.75,-1.1071072330855132,-0.4836282855292484,-0.4816786079366051,0,0.20291246398821935,57.69633344662715,-9.282858787907287,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,118.5,Perlis,overall,1.75,-1.1071072330855132,-0.9332565847606935,-0.4816786079366051,0,0.13502617679772766,55.32412203923279,-13.359386019132472,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,122.6,Pahang,overall,1.75,-1.1071072330855132,-1.2799401600098452,-0.4816786079366051,0,0.026143734382165367,54.60497994699826,-13.776718118934049,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,125.0,Negeri Sembilan,overall,1.75,-1.1071072330855132,-1.140687642859019,-0.4816786079366051,0,0.07107127780101252,56.68407114812628,-12.092361429425523,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,122.5,Melaka,overall,1.75,-1.1071072330855132,-0.9857837509682637,-0.4816786079366051,0,0.09161080096565026,57.747458273013905,-12.479758298126697,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,124.3,Kelantan,overall,1.75,-1.1071072330855132,-1.0823915771616774,-0.4816786079366051,0,0.06494575613088631,55.16200244517866,-11.65801579002131,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,122.1,Kedah,overall,1.75,-1.1071072330855132,-0.7174832310169041,-0.4816786079366051,0,0.15663161928235234,51.74668842586172,-11.75234103758985,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,128.0,Johor,overall,1.75,-1.1071072330855132,-0.833445679383787,-0.4816786079366051,0,0.12164694354448335,58.40262946342447,-10.214715209383819,Moderate
2022-01-01,2.05,3.0,2.15,2.05,4.176,121.1,Perak,overall,1.75,-1.1071072330855132,-0.720717558409214,-0.4816786079366051,0,0.14523972907549712,59.17493525065285,-11.165179732657762,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,116.3,Sabah,overall,1.75,0.5770335006666527,-0.3695260215924622,0.6158968623020561,0,0.024696420202233987,54.19110563314468,-5.602776376703055,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,119.3,W.P. Labuan,overall,1.75,0.5770335006666527,-0.579832985517732,0.6158968623020561,0,0.0017642682847736069,47.90756903009903,-8.414054651907847,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,126.5,W.P. Kuala Lumpur,overall,1.75,0.5770335006666527,-0.3591975930821486,0.6158968623020561,0,0.01848454617777164,50.718078444850086,-4.307639603529225,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,121.7,Terengganu,overall,1.75,0.5770335006666527,-1.2685562800207446,0.6158968623020561,0,-0.19696518303081464,44.37733717264452,-11.121191955000505,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,129.6,Selangor,overall,1.75,0.5770335006666527,-0.3328651495714679,0.6158968623020561,0,0.07702457810473307,56.42261186701275,-7.417835552974104,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,118.9,Sarawak,overall,1.75,0.5770335006666527,-1.3937417354467307,0.6158968623020561,0,-0.3534208970735924,37.11605755831926,-10.170812607909703,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,127.1,Pulau Pinang,overall,1.75,0.5770335006666527,-0.7067562691842413,0.6158968623020561,0,-0.0041061591176639696,46.74662733998034,-10.949706106646808,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,131.7,W.P. Putrajaya,overall,1.75,0.5770335006666527,1.892134629263502,0.6158968623020561,0,0.4423027582329931,67.74069828538862,11.371438066757776,High
2022-02-01,2.05,3.12,2.15,2.05,4.189,121.2,Perak,overall,1.75,0.5770335006666527,-1.1275118266215967,0.6158968623020561,0,-0.11779919322157854,46.57047378741273,-12.60446146324012,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,122.7,Pahang,overall,1.75,0.5770335006666527,-1.2374524546872572,0.6158968623020561,0,-0.23527067660608392,42.09545266756297,-12.509527279435297,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,125.4,Negeri Sembilan,overall,1.75,0.5770335006666527,-1.0524134174375546,0.6158968623020561,0,-0.17462639167537852,45.36011707663894,-11.323954071487336,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,122.7,Melaka,overall,1.75,0.5770335006666527,-1.0135399993091168,0.6158968623020561,0,-0.15788072908043987,46.16377781293374,-11.583680460080167,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,124.5,Kelantan,overall,1.75,0.5770335006666527,-1.245818418035062,0.6158968623020561,0,-0.1825423714972283,43.447511085276055,-11.714491359902603,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,122.4,Kedah,overall,1.75,0.5770335006666527,-0.9821908461613614,0.6158968623020561,0,-0.07666634039854205,38.675158519135024,-13.071529906726695,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,128.1,Johor,overall,1.75,0.5770335006666527,-1.258148316469741,0.6158968623020561,0,-0.13438764457364807,46.723403896765284,-11.679225566659184,Moderate
2022-02-01,2.05,3.12,2.15,2.05,4.189,119.0,Perlis,overall,1.75,0.5770335006666527,-0.9680647690341364,0.6158968623020561,0,-0.13100069319960284,41.80777318976277,-13.51634884947002,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,119.6,W.P. Labuan,overall,1.75,0.7698731133755677,-1.409498414572997,-0.2965403961067913,0,-0.21868221404495658,36.67943871258573,-11.228130317513305,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,126.9,W.P. Kuala Lumpur,overall,1.75,0.7698731133755677,-0.8962358461319644,-0.2965403961067913,0,-0.1792079470139193,40.96373814473668,-9.754340300113405,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,122.1,Terengganu,overall,1.75,0.7698731133755677,-1.0003424816483337,-0.2965403961067913,0,-0.367411856678316,36.60271384151789,-7.774623331126634,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,130.1,Selangor,overall,1.75,0.7698731133755677,-0.7954335268116748,-0.2965403961067913,0,-0.1271698920268964,46.914266735105365,-9.508345131907383,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,119.1,Sarawak,overall,1.75,0.7698731133755677,-1.3915961851508118,-0.2965403961067913,0,-0.5238223266489294,29.403121494074576,-7.712936064244687,Low
2022-03-01,2.05,3.29,2.15,2.05,4.195,116.3,Sabah,overall,1.75,0.7698731133755677,-1.6701230446567497,-0.2965403961067913,0,-0.21205094595077031,43.36035663292195,-10.830749000222731,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,127.6,Pulau Pinang,overall,1.75,0.7698731133755677,-0.6029333579170243,-0.2965403961067913,0,-0.19606196116064525,36.59362957435766,-10.152997765622686,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,132.1,W.P. Putrajaya,overall,1.75,0.7698731133755677,1.3316166898472719,-0.2965403961067913,0,0.5167100595497408,71.78687138918886,4.046173103800243,High
2022-03-01,2.05,3.29,2.15,2.05,4.195,121.5,Perak,overall,1.75,0.7698731133755677,-0.992207950624381,-0.2965403961067913,0,-0.3182258938468576,36.96630341530891,-9.604170372103823,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,123.1,Pahang,overall,1.75,0.7698731133755677,-1.009962235653103,-0.2965403961067913,0,-0.3983662705612759,34.29079961104159,-7.804653056521374,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,125.6,Negeri Sembilan,overall,1.75,0.7698731133755677,-1.0121318247188682,-0.2965403961067913,0,-0.36078537460555354,36.78024011977322,-8.579876956865725,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,122.9,Melaka,overall,1.75,0.7698731133755677,-0.9652398013533632,-0.2965403961067913,0,-0.33270728571067193,38.04672883910043,-8.117048973833306,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,124.8,Kelantan,overall,1.75,0.7698731133755677,-0.996542087854689,-0.2965403961067913,0,-0.3747292810430853,34.3506226286939,-9.096888456582157,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,122.6,Kedah,overall,1.75,0.7698731133755677,-1.1685967547131226,-0.2965403961067913,0,-0.32147313507441394,24.958796222814353,-13.716362296320671,Low
2022-03-01,2.05,3.29,2.15,2.05,4.195,128.7,Johor,overall,1.75,0.7698731133755677,-0.9707805597597654,-0.2965403961067913,0,-0.3441185695086361,37.15635751204158,-9.567046384723703,Moderate
2022-03-01,2.05,3.29,2.15,2.05,4.195,119.2,Perlis,overall,1.75,0.7698731133755677,-0.9216983052600418,-0.2965403961067913,0,-0.3161938315768204,32.39844148255678,-9.409331707205993,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,132.7,W.P. Putrajaya,overall,1.75,1.8654289760776785,1.276827175312424,0.5246805135167782,0,0.9025701820088327,92.7694473151301,20.982575925941234,Severe
2022-04-01,2.05,3.91,2.15,2.05,4.209,119.9,W.P. Labuan,overall,1.75,1.8654289760776785,-0.698349179900974,0.5246805135167782,0,0.06393995666042751,51.07439992839723,14.394961215811499,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,127.1,W.P. Kuala Lumpur,overall,1.75,1.8654289760776785,-0.7324335834159075,0.5246805135167782,0,0.14558487168595705,56.98933238700096,16.025594242264276,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,122.3,Terengganu,overall,1.75,1.8654289760776785,-0.8596178812973172,0.5246805135167782,0,0.012509082646713318,53.932135036140416,17.329421194622526,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,130.5,Selangor,overall,1.75,1.8654289760776785,-0.1867647297164649,0.5246805135167782,0,0.22407862694783853,63.27020499009422,16.355938254988857,High
2022-04-01,2.05,3.91,2.15,2.05,4.209,119.3,Sarawak,overall,1.75,1.8654289760776785,-0.6801868247492038,0.5246805135167782,0,-0.02680852929766105,51.899620799105215,22.49649930503064,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,116.5,Sabah,overall,1.75,1.8654289760776785,-1.1294403736796068,0.5246805135167782,0,0.007775589667763927,53.41700929842259,10.056652665500643,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,127.8,Pulau Pinang,overall,1.75,1.8654289760776785,-0.23430167166410387,0.5246805135167782,0,0.19737037280349967,57.40319909582104,20.80956952146338,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,119.4,Perlis,overall,1.75,1.8654289760776785,-0.5215685477907266,0.5246805135167782,0,0.09618066841622047,53.35045132497475,20.952009842417972,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,123.3,Pahang,overall,1.75,1.8654289760776785,-0.8394334424263892,0.5246805135167782,0,0.01737040883667194,54.18514786954004,19.894348258498447,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,125.8,Negeri Sembilan,overall,1.75,1.8654289760776785,-0.5980933642332663,0.5246805135167782,0,0.06686152024732893,56.49004773190258,19.70980761212936,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,123.0,Melaka,overall,1.75,1.8654289760776785,-0.7711888508269721,0.5246805135167782,0,0.05667301498569014,56.125326456756405,18.078597617655973,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,125.0,Kelantan,overall,1.75,1.8654289760776785,-0.7822388538942754,0.5246805135167782,0,0.024632765684656333,53.253845545693714,18.903222916999816,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,122.8,Kedah,overall,1.75,1.8654289760776785,-0.8433739163563905,0.5246805135167782,0,0.028183847315857342,44.54984497721346,19.591048754399107,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,129.0,Johor,overall,1.75,1.8654289760776785,-0.6227173405761818,0.5246805135167782,0,0.044810632365462566,54.897678759046364,17.741321247004784,Moderate
2022-04-01,2.05,3.91,2.15,2.05,4.209,121.8,Perak,overall,1.75,1.8654289760776785,-0.5662215586465394,0.5246805135167782,0,0.06414286847199914,55.288885819869,18.322582404560094,Moderate
2022-05-01,2.05,3.94,2.15,2.05,4.359,117.3,Sabah,overall,1.75,-0.5655471953695163,1.1571894842197272,1.8452545833722809,0,0.15359151048025077,60.0878148250857,6.670805526663109,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,120.6,W.P. Labuan,overall,1.75,-0.5655471953695163,1.3632603923895543,1.8452545833722809,0,0.25833329588400905,60.97555018759817,9.90115025920094,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,127.9,W.P. Kuala Lumpur,overall,1.75,-0.5655471953695163,1.4808637991003146,1.8452545833722809,0,0.32795781257497586,65.98779104490777,8.99845865790681,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,122.8,Terengganu,overall,1.75,-0.5655471953695163,-0.33504866759365015,1.8452545833722809,0,0.08911741589760579,57.426488562116916,3.4943535259765,Moderate
2022-05-01,2.05,3.94,2.15,2.05,4.359,131.4,Selangor,overall,1.75,-0.5655471953695163,1.3647156534776437,1.8452545833722809,0,0.38982883243796634,70.98838736040409,7.718182370309869,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,119.9,Sarawak,overall,1.75,-0.5655471953695163,0.9684788051214634,1.8452545833722809,0,0.21648297890302634,62.91180451377256,11.012183714667344,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,128.4,Pulau Pinang,overall,1.75,-0.5655471953695163,0.8894087328439916,1.8452545833722809,0,0.35128873484119155,65.54430641961568,8.141107323794643,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,133.9,W.P. Putrajaya,overall,1.75,-0.5655471953695163,1.3623686879072825,1.8452545833722809,0,0.8084632673183384,87.65203463701974,-5.117412678110355,Severe
2022-05-01,2.05,3.94,2.15,2.05,4.359,122.3,Perak,overall,1.75,-0.5655471953695163,0.28639847185951284,1.8452545833722809,0,0.1967981817625267,61.64554501563657,6.35665919576757,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,130.0,Johor,overall,1.75,-0.5655471953695163,0.8414362435535516,1.8452545833722809,0,0.2574612761692448,64.59791048997862,9.700231730932252,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,123.1,Kedah,overall,1.75,-0.5655471953695163,-0.30564185947762235,1.8452545833722809,0,0.07481367423002501,47.16248324412218,2.612638266908718,Moderate
2022-05-01,2.05,3.94,2.15,2.05,4.359,125.6,Kelantan,overall,1.75,-0.5655471953695163,-0.16323258143419,1.8452545833722809,0,0.1186335584224895,57.70323665348054,4.449391107786823,Moderate
2022-05-01,2.05,3.94,2.15,2.05,4.359,119.7,Perlis,overall,1.75,-0.5655471953695163,-0.035627961064290906,1.8452545833722809,0,0.17266407448043386,57.23643621653836,3.8859848915636093,Moderate
2022-05-01,2.05,3.94,2.15,2.05,4.359,126.4,Negeri Sembilan,overall,1.75,-0.5655471953695163,0.2737708683738131,1.8452545833722809,0,0.18928213205971992,62.13228841135724,5.642240679454659,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,123.9,Pahang,overall,1.75,-0.5655471953695163,0.1328732462491227,1.8452545833722809,0,0.14494085241364768,60.289807279642616,6.1046594101025775,High
2022-05-01,2.05,3.94,2.15,2.05,4.359,123.3,Melaka,overall,1.75,-0.5655471953695163,-0.18774241372527217,1.8452545833722809,0,0.12071517843820345,59.09874987224908,2.9734234154926753,Moderate
2022-06-01,2.05,4.7,2.15,2.05,4.387,134.6,W.P. Putrajaya,overall,2.0,1.4021228663279277,1.2794287665885766,1.3713913825446675,1,1.0267951034768237,99.52463836722579,11.872603730206052,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,121.0,W.P. Labuan,overall,2.0,1.4021228663279277,1.4014420975473403,1.3713913825446675,1,0.810696782836715,89.10940448455382,28.133854296955654,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,128.8,W.P. Kuala Lumpur,overall,2.0,1.4021228663279277,1.8250148701458093,1.3713913825446675,1,0.869857490012716,92.72564930604061,26.737858261132843,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,123.5,Terengganu,overall,2.0,1.4021228663279277,1.77176298293413,1.3713913825446675,1,0.6369501473042264,82.41490895192825,24.98842038981134,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,132.2,Selangor,overall,2.0,1.4021228663279277,1.6860103740852919,1.3713913825446675,1,0.9037510480812788,94.91924990600161,23.93086254559752,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,118.0,Sabah,overall,2.0,1.4021228663279277,1.649939913521954,1.3713913825446675,1,0.765352616139766,88.07474068264656,27.986925857560863,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,129.2,Pulau Pinang,overall,2.0,1.4021228663279277,1.742697832125991,1.3713913825446675,1,0.8493661342182098,91.88880171051447,26.34449529089879,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,120.8,Sarawak,overall,2.0,1.4021228663279277,1.8386793855458246,1.3713913825446675,1,0.8177688893563005,90.12800683798412,27.216202324211558,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,123.0,Perak,overall,2.0,1.4021228663279277,1.7008814282659384,1.3713913825446675,1,0.7354123698383971,87.45519218826776,25.809647172631188,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,124.5,Pahang,overall,2.0,1.4021228663279277,1.583537434539687,1.3713913825446675,1,0.6719362411414731,85.50824556889084,25.218438289248226,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,127.2,Negeri Sembilan,overall,2.0,1.4021228663279277,1.8236765342333014,1.3713913825446675,1,0.7445468678094729,87.72387167116892,25.591583259811685,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,123.9,Melaka,overall,2.0,1.4021228663279277,1.8943511626793013,1.3713913825446675,1,0.6787545514473475,85.00804538976526,25.909295517516178,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,126.2,Kelantan,overall,2.0,1.4021228663279277,1.8026311324098447,1.3713913825446675,1,0.669624194658685,83.78357880740822,26.08034215392768,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,123.6,Kedah,overall,2.0,1.4021228663279277,1.540360392571433,1.3713913825446675,1,0.6152791019518897,77.4444026045886,30.281919360466425,High
2022-06-01,2.05,4.7,2.15,2.05,4.387,131.2,Johor,overall,2.0,1.4021228663279277,1.7450377006432787,1.3713913825446675,1,0.7987271670882664,89.28819346325137,24.69028297327276,Severe
2022-06-01,2.05,4.7,2.15,2.05,4.387,120.3,Perlis,overall,2.0,1.4021228663279277,1.8443507039144218,1.3713913825446675,1,0.7197902194227878,85.03493581840475,27.79849960186639,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,135.2,W.P. Putrajaya,overall,2.0,-0.5903946191590067,1.3727889868350314,1.0218746973456714,0,0.8255545675527189,88.58143750600618,-10.943200861219609,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,121.2,W.P. Labuan,overall,2.0,-0.5903946191590067,1.6487862202805614,1.0218746973456714,0,0.8720931655894851,92.23654255129293,3.127138066739107,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,129.0,W.P. Kuala Lumpur,overall,2.0,-0.5903946191590067,1.5879166931693605,1.0218746973456714,0,0.928128941679255,95.60081952702562,2.8751702209850123,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,123.7,Terengganu,overall,2.0,-0.5903946191590067,1.8293319993387416,1.0218746973456714,0,0.7382248861100242,87.03437690823269,4.619467956304433,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,132.8,Selangor,overall,2.0,-0.5903946191590067,1.6567805484423241,1.0218746973456714,0,0.9063952499313954,95.04237754884682,0.12312764284520483,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,121.4,Sarawak,overall,2.0,-0.5903946191590067,1.4906302969861216,1.0218746973456714,0,0.8585948062903461,91.9759237707305,1.8479169327463865,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,118.7,Sabah,overall,2.0,-0.5903946191590067,1.7222166459255273,1.0218746973456714,0,0.885609854491956,93.57628431211515,5.5015436294685856,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,129.6,Pulau Pinang,overall,2.0,-0.5903946191590067,1.6650994716140262,1.0218746973456714,0,0.8585268536655827,92.37333389495893,0.4845321844444612,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,120.4,Perlis,overall,2.0,-0.5903946191590067,1.7539007760420344,1.0218746973456714,0,0.7728255599348678,87.72956649130971,2.694630672904964,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,125.1,Pahang,overall,2.0,-0.5903946191590067,1.8406739026482175,1.0218746973456714,0,0.7721793507984348,90.30520343394731,4.79695786505647,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,127.5,Negeri Sembilan,overall,2.0,-0.5903946191590067,1.7038144826408104,1.0218746973456714,0,0.8006667026763727,90.3103774116855,2.5865057405165714,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,124.6,Melaka,overall,2.0,-0.5903946191590067,1.927063881028891,1.0218746973456714,0,0.7811146228954559,89.76053682427134,4.752491434506084,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,126.4,Kelantan,overall,2.0,-0.5903946191590067,1.8331132961719272,1.0218746973456714,0,0.7623125315646663,88.17084672306524,4.38726791565702,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,123.9,Kedah,overall,2.0,-0.5903946191590067,1.871703153288286,1.0218746973456714,0,0.719602012808693,83.28954609014116,5.845143485552555,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,131.6,Johor,overall,2.0,-0.5903946191590067,1.6000184953762837,1.0218746973456714,0,0.8456102673476452,91.42680413776284,2.138610674511469,Severe
2022-07-01,2.05,4.84,2.15,2.05,4.409,123.5,Perak,overall,2.0,-0.5903946191590067,1.7975505704081096,1.0218746973456714,0,0.7987497042930306,90.4902296813736,3.035037493105847,Severe
