Date,USD
17/03/2016,4.083
16/03/2016,4.1355
15/03/2016,4.1175
14/03/2016,4.092
11/3/2016,4.105
10/3/2016,4.1195
9/3/2016,4.1355
8/3/2016,4.1045
7/3/2016,4.097
4/3/2016,4.129
3/3/2016,4.143
2/3/2016,4.162
1/3/2016,4.194
29/02/2016,4.2195
26/02/2016,4.221
25/02/2016,4.212
24/02/2016,4.241
23/02/2016,4.186
22/02/2016,4.2095
19/02/2016,4.225
18/02/2016,4.167
17/02/2016,4.2065
16/02/2016,4.1475
15/02/2016,4.146
12/2/2016,4.165
11/2/2016,4.1085
10/2/2016,4.161
5/2/2016,4.1395
4/2/2016,4.1485
3/2/2016,4.2375
2/2/2016,4.2045
29/01/2016,4.1475
28/01/2016,4.235
27/01/2016,4.2615
26/01/2016,4.2915
22/01/2016,4.337
21/01/2016,4.376
20/01/2016,4.3795
19/01/2016,4.389
18/01/2016,4.4085
15/01/2016,4.3775
14/01/2016,4.393
13/01/2016,4.3945
12/1/2016,4.404
11/1/2016,4.3985
8/1/2016,4.3705
7/1/2016,4.414
6/1/2016,4.3695
5/1/2016,4.3425
4/1/2016,4.3235
31/12/2015,4.292
30/12/2015,4.29
29/12/2015,4.2925
28/12/2015,4.304
23/12/2015,4.3085
22/12/2015,4.2985
21/12/2015,4.307
18/12/2015,4.3185
17/12/2015,4.3325
16/12/2015,4.309
15/12/2015,4.328
14/12/2015,4.3185
11/12/2015,4.2785
10/12/2015,4.2585
9/12/2015,4.2655
8/12/2015,4.2645
7/12/2015,4.2065
4/12/2015,4.2155
3/12/2015,4.251
2/12/2015,4.2255
1/12/2015,4.238
30/11/2015,4.2615
27/11/2015,4.2365
26/11/2015,4.2115
25/11/2015,4.194
24/11/2015,4.265
23/11/2015,4.297
20/11/2015,4.2825
19/11/2015,4.344
18/11/2015,4.396
17/11/2015,4.3825
16/11/2015,4.3925
13/11/2015,4.3775
12/11/2015,4.368
11/11/2015,4.3655
9/11/2015,4.3615
6/11/2015,4.301
5/11/2015,4.298
4/11/2015,4.2625
3/11/2015,4.283
2/11/2015,4.2925
30/10/2015,4.304
29/10/2015,4.2875
28/10/2015,4.278
27/10/2015,4.2625
26/10/2015,4.2595
23/10/2015,4.2251
22/10/2015,4.2945
21/10/2015,4.295
20/10/2015,4.245
19/10/2015,4.207
16/10/2015,4.175
15/10/2015,4.1175
13/10/2015,4.195
12/10/2015,4.1735
9/10/2015,4.1305
8/10/2015,4.2255
7/10/2015,4.332
6/10/2015,4.369
5/10/2015,4.401
2/10/2015,4.4425
1/10/2015,4.4095
30/09/2015,4.4455
29/09/2015,4.4725
28/09/2015,4.4025
25/09/2015,4.391
23/09/2015,4.3465
22/09/2015,4.2925
21/09/2015,4.2455
18/09/2015,4.2495
17/09/2015,4.2585
15/09/2015,4.306
14/09/2015,4.3165
11/9/2015,4.3195
10/9/2015,4.3455
9/9/2015,4.331
8/9/2015,4.3425
7/9/2015,4.3045
4/9/2015,4.2605
3/9/2015,4.2285
2/9/2015,4.219
1/9/2015,4.156
28/08/2015,4.214
27/08/2015,4.249
26/08/2015,4.2435
25/08/2015,4.2395
24/08/2015,4.23
21/08/2015,4.1855
20/08/2015,4.114
19/08/2015,4.11
18/08/2015,4.123
17/08/2015,4.1165
14/08/2015,4.076
13/08/2015,4.002
12/8/2015,4.018
11/8/2015,3.9535
10/8/2015,3.9265
7/8/2015,3.923
6/8/2015,3.8905
5/8/2015,3.8775
4/8/2015,3.8675
3/8/2015,3.842
31/07/2015,3.8175
30/07/2015,3.814
29/07/2015,3.814
28/07/2015,3.814
27/07/2015,3.8145
24/07/2015,3.807
23/07/2015,3.807
22/07/2015,3.7925
21/07/2015,3.807
20/07/2015,3.807
16/07/2015,3.8075
15/07/2015,3.8048
14/07/2015,3.8065
13/07/2015,3.8005
10/7/2015,3.7885
9/7/2015,3.8045
8/7/2015,3.807
7/7/2015,3.806
6/7/2015,3.807
3/7/2015,3.784
2/7/2015,3.7735
1/7/2015,3.739
30/06/2015,3.7855
29/06/2015,3.783
26/06/2015,3.763
25/06/2015,3.7585
24/06/2015,3.7525
23/06/2015,3.754
22/06/2015,3.7325
19/06/2015,3.7185
18/06/2015,3.7235
17/06/2015,3.7508
16/06/2015,3.7525
15/06/2015,3.7635
12/6/2015,3.7385
11/6/2015,3.7355
10/6/2015,3.7575
9/6/2015,3.7635
8/6/2015,3.7635
5/6/2015,3.7105
4/6/2015,3.7015
3/6/2015,3.679
2/6/2015,3.7001
1/6/2015,3.6725
29/05/2015,3.6515
28/05/2015,3.65
27/05/2015,3.6385
26/05/2015,3.618
25/05/2015,3.6055
22/05/2015,3.5875
21/05/2015,3.606
20/05/2015,3.609
19/05/2015,3.585
18/05/2015,3.572
15/05/2015,3.5665
14/05/2015,3.5725
13/05/2015,3.6045
12/5/2015,3.625
11/5/2015,3.6015
8/5/2015,3.6075
7/5/2015,3.5945
6/5/2015,3.568
5/5/2015,3.606
30/04/2015,3.5705
29/04/2015,3.559
28/04/2015,3.5575
27/04/2015,3.5645
24/04/2015,3.5995
23/04/2015,3.6205
22/04/2015,3.619
21/04/2015,3.6435
20/04/2015,3.6235
17/04/2015,3.637
16/04/2015,3.6575
15/04/2015,3.7225
14/04/2015,3.704
13/04/2015,3.6975
10/4/2015,3.6445
9/4/2015,3.6295
8/4/2015,3.644
7/4/2015,3.635
6/4/2015,3.6225
3/4/2015,3.6635
2/4/2015,3.6835
1/4/2015,3.6855
31/03/2015,3.7165
30/03/2015,3.7085
27/03/2015,3.6675
26/03/2015,3.679
25/03/2015,3.6575
24/03/2015,3.6745
23/03/2015,3.6883
20/03/2015,3.7225
19/03/2015,3.68
18/03/2015,3.7
17/03/2015,3.6995
16/03/2015,3.7075
13/03/2015,3.6965
12/3/2015,3.696
11/3/2015,3.714
10/3/2015,3.6965
9/3/2015,3.688
6/3/2015,3.6475
5/3/2015,3.6565
4/3/2015,3.6285
3/3/2015,3.6275
2/3/2015,3.627
27/02/2015,3.6113
26/02/2015,3.598
25/02/2015,3.6245
24/02/2015,3.627
23/02/2015,3.641
18/02/2015,3.594
17/02/2015,3.5925
16/02/2015,3.569
13/02/2015,3.5815
12/2/2015,3.6215
11/2/2015,3.597
10/2/2015,3.5815
9/2/2015,3.56
6/2/2015,3.5525
5/2/2015,3.573
4/2/2015,3.558
30/01/2015,3.6235
29/01/2015,3.634
28/01/2015,3.624
27/01/2015,3.61
26/01/2015,3.607
23/01/2015,3.595
22/01/2015,3.6115
21/01/2015,3.6225
20/01/2015,3.5985
19/01/2015,3.5665
16/01/2015,3.57
15/01/2015,3.5715
14/01/2015,3.594
13/01/2015,3.5755
12/1/2015,3.5505
9/1/2015,3.555
8/1/2015,3.568
7/1/2015,3.572
6/1/2015,3.555
5/1/2015,3.5398
2/1/2015,3.51
